iso,GCAM_region_ID,year,scenario,temp_change,gdp
tur,15,2085,SSP4,3C,2446110.532
tur,15,2085,SSP4,4C,2468731.152
tza,4,2085,SSP4,1C,542812.6885
tza,4,2085,SSP4,2C,556625.4234
tza,4,2085,SSP4,3C,571902.8215
tza,4,2085,SSP4,4C,592413.45
uga,2,2085,SSP4,1C,429235.3334
uga,2,2085,SSP4,2C,437289.0595
uga,2,2085,SSP4,3C,448578.62
uga,2,2085,SSP4,4C,465774.5275
ukr,14,2085,SSP4,1C,413131.5368
ukr,14,2085,SSP4,2C,413131.5368
ukr,14,2085,SSP4,3C,413131.5368
ukr,14,2085,SSP4,4C,413131.5368
ury,26,2085,SSP4,1C,65563.75271
ury,26,2085,SSP4,2C,65563.75271
ury,26,2085,SSP4,3C,65563.75271
ury,26,2085,SSP4,4C,65563.75271
usa,1,2085,SSP4,1C,30122346.67
usa,1,2085,SSP4,2C,29970683.27
usa,1,2085,SSP4,3C,29787298.62
usa,1,2085,SSP4,4C,29574630.68
uzb,10,2085,SSP4,1C,450618.5085
uzb,10,2085,SSP4,2C,450618.5085
uzb,10,2085,SSP4,3C,450618.5085
uzb,10,2085,SSP4,4C,450618.5085
vct,9,2085,SSP4,1C,1488.092255
vct,9,2085,SSP4,2C,1488.092255
vct,9,2085,SSP4,3C,1488.092255
vct,9,2085,SSP4,4C,1488.092255
ven,25,2085,SSP4,1C,728285.7021
ven,25,2085,SSP4,2C,728285.7021
ven,25,2085,SSP4,3C,728285.7021
ven,25,2085,SSP4,4C,728285.7021
vnm,29,2085,SSP4,1C,1103388.104
vnm,29,2085,SSP4,2C,1103388.104
vnm,29,2085,SSP4,3C,1103388.104
vnm,29,2085,SSP4,4C,1103388.104
vut,29,2085,SSP4,1C,3762.285321
vut,29,2085,SSP4,2C,3762.285321
vut,29,2085,SSP4,3C,3762.285321
vut,29,2085,SSP4,4C,3762.285321
wsm,29,2085,SSP4,1C,871.045733
wsm,29,2085,SSP4,2C,871.045733
wsm,29,2085,SSP4,3C,871.045733
wsm,29,2085,SSP4,4C,871.045733
yem,21,2085,SSP4,1C,430766.4697
yem,21,2085,SSP4,2C,435252.3298
yem,21,2085,SSP4,3C,441348.8274
yem,21,2085,SSP4,4C,448521.9314
zaf,24,2085,SSP4,1C,1118162.607
zaf,24,2085,SSP4,2C,1118162.607
zaf,24,2085,SSP4,3C,1118162.607
zaf,24,2085,SSP4,4C,1118162.607
zmb,4,2085,SSP4,1C,214884.6212
zmb,4,2085,SSP4,2C,214884.6212
zmb,4,2085,SSP4,3C,214884.6212
zmb,4,2085,SSP4,4C,214884.6212
zwe,4,2085,SSP4,1C,37749.67805
zwe,4,2085,SSP4,2C,37749.67805
zwe,4,2085,SSP4,3C,37749.67805
zwe,4,2085,SSP4,4C,37749.67805
afg,27,2085,SSP4,1C,265871.3655
afg,27,2085,SSP4,2C,274211.3729
afg,27,2085,SSP4,3C,283534.3837
afg,27,2085,SSP4,4C,294590.5846
ago,4,2085,SSP4,1C,616899.8023
ago,4,2085,SSP4,2C,616899.8023
ago,4,2085,SSP4,3C,616899.8023
ago,4,2085,SSP4,4C,616899.8023
alb,15,2085,SSP4,1C,45758.41608
alb,15,2085,SSP4,2C,45758.41608
alb,15,2085,SSP4,3C,45758.41608
alb,15,2085,SSP4,4C,45758.41608
are,21,2085,SSP4,1C,867601.1225
are,21,2085,SSP4,2C,867601.1225
are,21,2085,SSP4,3C,867601.1225
are,21,2085,SSP4,4C,867601.1225
arg,31,2085,SSP4,1C,985949.571
arg,31,2085,SSP4,2C,985949.571
arg,31,2085,SSP4,3C,985949.571
arg,31,2085,SSP4,4C,985949.571
arm,10,2085,SSP4,1C,25581.90173
arm,10,2085,SSP4,2C,25581.90173
arm,10,2085,SSP4,3C,25581.90173
arm,10,2085,SSP4,4C,25581.90173
aus,6,2085,SSP4,1C,3845479.839
aus,6,2085,SSP4,2C,3845479.839
aus,6,2085,SSP4,3C,3845479.839
aus,6,2085,SSP4,4C,3845479.839
aut,13,2085,SSP4,1C,611932.8407
aut,13,2085,SSP4,2C,611932.8407
aut,13,2085,SSP4,3C,611932.8407
aut,13,2085,SSP4,4C,611932.8407
aze,10,2085,SSP4,1C,115226.1992
aze,10,2085,SSP4,2C,116149.0975
aze,10,2085,SSP4,3C,117378.485
aze,10,2085,SSP4,4C,118964.6807
bdi,2,2085,SSP4,1C,24776.49789
bdi,2,2085,SSP4,2C,25416.5833
bdi,2,2085,SSP4,3C,26229.18605
bdi,2,2085,SSP4,4C,27142.24192
bel,13,2085,SSP4,1C,825131.1016
bel,13,2085,SSP4,2C,825131.1016
bel,13,2085,SSP4,3C,825131.1016
bel,13,2085,SSP4,4C,825131.1016
ben,5,2085,SSP4,1C,67506.5296
ben,5,2085,SSP4,2C,67506.5296
ben,5,2085,SSP4,3C,67506.5296
ben,5,2085,SSP4,4C,67506.5296
bfa,5,2085,SSP4,1C,190809.3071
bfa,5,2085,SSP4,2C,201081.5203
bfa,5,2085,SSP4,3C,212258.5587
bfa,5,2085,SSP4,4C,224095.6298
bgd,27,2085,SSP4,1C,345926.0815
bgd,27,2085,SSP4,2C,354279.5783
bgd,27,2085,SSP4,3C,363870.8807
bgd,27,2085,SSP4,4C,376201.589
bgr,12,2085,SSP4,1C,150536.8584
bgr,12,2085,SSP4,2C,150536.8584
bgr,12,2085,SSP4,3C,150536.8584
bgr,12,2085,SSP4,4C,150536.8584
bhr,21,2085,SSP4,1C,117833.0043
bhr,21,2085,SSP4,2C,117833.0043
bhr,21,2085,SSP4,3C,117833.0043
bhr,21,2085,SSP4,4C,117833.0043
abw,9,2085,SSP4,1C,3065.422579
abw,9,2085,SSP4,2C,3065.422579
abw,9,2085,SSP4,3C,3065.422579
abw,9,2085,SSP4,4C,3065.422579
bhs,9,2085,SSP5,1C,21906.25499
bhs,9,2085,SSP5,2C,21906.25499
bhs,9,2085,SSP5,3C,21906.25499
bhs,9,2085,SSP5,4C,21906.25499
bih,15,2085,SSP5,1C,90858.90656
bih,15,2085,SSP5,2C,90858.90656
bih,15,2085,SSP5,3C,90858.90656
bih,15,2085,SSP5,4C,90858.90656
blr,14,2085,SSP5,1C,176394.1941
blr,14,2085,SSP5,2C,176394.1941
blr,14,2085,SSP5,3C,176394.1941
blr,14,2085,SSP5,4C,176394.1941
blz,9,2085,SSP5,1C,9839.960265
blz,9,2085,SSP5,2C,9839.960265
blz,9,2085,SSP5,3C,9839.960265
blz,9,2085,SSP5,4C,9839.960265
twn,30,2085,SSP5,1C,1044724.93
twn,30,2085,SSP5,2C,1044724.93
twn,30,2085,SSP5,3C,1044724.93
twn,30,2085,SSP5,4C,1044724.93
bol,26,2085,SSP5,1C,483759.1906
bol,26,2085,SSP5,2C,483759.1906
bol,26,2085,SSP5,3C,483759.1906
bol,26,2085,SSP5,4C,483759.1906
bra,7,2085,SSP5,1C,11321590.12
bra,7,2085,SSP5,2C,11321590.12
bra,7,2085,SSP5,3C,11321590.12
bra,7,2085,SSP5,4C,11321590.12
brb,9,2085,SSP5,1C,8615.38109
brb,9,2085,SSP5,2C,8615.38109
brb,9,2085,SSP5,3C,8615.38109
brb,9,2085,SSP5,4C,8615.38109
brn,29,2085,SSP5,1C,36849.53102
brn,29,2085,SSP5,2C,36849.53102
brn,29,2085,SSP5,3C,36849.53102
brn,29,2085,SSP5,4C,36849.53102
btn,27,2085,SSP5,1C,61396.31971
btn,27,2085,SSP5,2C,61396.31971
btn,27,2085,SSP5,3C,61396.31971
btn,27,2085,SSP5,4C,61396.31971
bwa,4,2085,SSP5,1C,117090.9501
bwa,4,2085,SSP5,2C,117090.9501
bwa,4,2085,SSP5,3C,117090.9501
bwa,4,2085,SSP5,4C,117090.9501
caf,5,2085,SSP5,1C,232553.8809
caf,5,2085,SSP5,2C,240199.0848
caf,5,2085,SSP5,3C,249644.0924
caf,5,2085,SSP5,4C,260688.5482
can,8,2085,SSP5,1C,9175122.218
can,8,2085,SSP5,2C,9175122.218
can,8,2085,SSP5,3C,9175122.218
can,8,2085,SSP5,4C,9175122.218
che,16,2085,SSP5,1C,2407084.481
che,16,2085,SSP5,2C,2407084.481
che,16,2085,SSP5,3C,2407084.481
che,16,2085,SSP5,4C,2407084.481
chl,26,2085,SSP5,1C,868459.946
chl,26,2085,SSP5,2C,868459.946
chl,26,2085,SSP5,3C,868459.946
chl,26,2085,SSP5,4C,868459.946
chn,11,2085,SSP5,1C,41988325.47
chn,11,2085,SSP5,2C,41188021.27
chn,11,2085,SSP5,3C,40238076.63
chn,11,2085,SSP5,4C,39145701.48
civ,5,2085,SSP5,1C,1355250.479
civ,5,2085,SSP5,2C,1355250.479
civ,5,2085,SSP5,3C,1355250.479
civ,5,2085,SSP5,4C,1355250.479
cmr,5,2085,SSP5,1C,1416186.305
cmr,5,2085,SSP5,2C,1461215.812
cmr,5,2085,SSP5,3C,1514774.894
cmr,5,2085,SSP5,4C,1585171.577
cod,5,2085,SSP5,1C,5733966.798
cod,5,2085,SSP5,2C,5922470.834
cod,5,2085,SSP5,3C,6155351.746
cod,5,2085,SSP5,4C,6427669.467
cog,5,2085,SSP5,1C,437047.0245
cog,5,2085,SSP5,2C,451414.9361
cog,5,2085,SSP5,3C,469165.2848
cog,5,2085,SSP5,4C,489921.5349
col,32,2085,SSP5,1C,2500479.089
col,32,2085,SSP5,2C,2540297.211
col,32,2085,SSP5,3C,2609991.289
col,32,2085,SSP5,4C,2703798.825
com,2,2085,SSP5,1C,20135.93589
com,2,2085,SSP5,2C,20135.93589
com,2,2085,SSP5,3C,20135.93589
com,2,2085,SSP5,4C,20135.93589
cpv,5,2085,SSP5,1C,10802.38236
cpv,5,2085,SSP5,2C,10802.38236
cpv,5,2085,SSP5,3C,10802.38236
cpv,5,2085,SSP5,4C,10802.38236
cri,9,2085,SSP5,1C,261411.4687
cri,9,2085,SSP5,2C,261411.4687
cri,9,2085,SSP5,3C,261411.4687
cri,9,2085,SSP5,4C,261411.4687
cub,9,2085,SSP5,1C,179254.2043
cub,9,2085,SSP5,2C,179254.2043
cub,9,2085,SSP5,3C,179254.2043
cub,9,2085,SSP5,4C,179254.2043
cyp,12,2085,SSP5,1C,63142.7553
cyp,12,2085,SSP5,2C,63142.7553
cyp,12,2085,SSP5,3C,63142.7553
cyp,12,2085,SSP5,4C,63142.7553
cze,12,2085,SSP5,1C,1157812.276
cze,12,2085,SSP5,2C,1157812.276
cze,12,2085,SSP5,3C,1157812.276
cze,12,2085,SSP5,4C,1157812.276
deu,13,2085,SSP5,1C,10402412.72
deu,13,2085,SSP5,2C,10247478.2
deu,13,2085,SSP5,3C,10063574.12
deu,13,2085,SSP5,4C,9852096.262
dji,2,2085,SSP5,1C,30374.94249
dji,2,2085,SSP5,2C,31159.66024
dji,2,2085,SSP5,3C,32155.87696
dji,2,2085,SSP5,4C,33275.245
dnk,13,2085,SSP5,1C,1003152.894
dnk,13,2085,SSP5,2C,1003152.894
dnk,13,2085,SSP5,3C,1003152.894
dnk,13,2085,SSP5,4C,1003152.894
dom,9,2085,SSP5,1C,354996.5517
dom,9,2085,SSP5,2C,354996.5517
dom,9,2085,SSP5,3C,354996.5517
dom,9,2085,SSP5,4C,354996.5517
dza,3,2085,SSP5,1C,1019348.894
dza,3,2085,SSP5,2C,1019348.894
dza,3,2085,SSP5,3C,1019348.894
dza,3,2085,SSP5,4C,1019348.894
ecu,26,2085,SSP5,1C,713387.3135
ecu,26,2085,SSP5,2C,713387.3135
ecu,26,2085,SSP5,3C,713387.3135
ecu,26,2085,SSP5,4C,713387.3135
egy,3,2085,SSP5,1C,3407133.678
egy,3,2085,SSP5,2C,3407133.678
egy,3,2085,SSP5,3C,3407133.678
egy,3,2085,SSP5,4C,3407133.678
eri,2,2085,SSP5,1C,153768.1962
eri,2,2085,SSP5,2C,157740.7019
eri,2,2085,SSP5,3C,162783.8867
eri,2,2085,SSP5,4C,168450.505
esp,13,2085,SSP5,1C,5848860.115
esp,13,2085,SSP5,2C,5848860.115
esp,13,2085,SSP5,3C,5848860.115
esp,13,2085,SSP5,4C,5848860.115
est,12,2085,SSP5,1C,92885.48871
est,12,2085,SSP5,2C,92885.48871
est,12,2085,SSP5,3C,92885.48871
est,12,2085,SSP5,4C,92885.48871
eth,2,2085,SSP5,1C,4215621.243
eth,2,2085,SSP5,2C,4313953.458
eth,2,2085,SSP5,3C,4416010.378
eth,2,2085,SSP5,4C,4528248.159
fin,13,2085,SSP5,1C,921627.8191
fin,13,2085,SSP5,2C,921627.8191
fin,13,2085,SSP5,3C,921627.8191
fin,13,2085,SSP5,4C,921627.8191
fji,29,2085,SSP5,1C,15039.10662
fji,29,2085,SSP5,2C,15039.10662
fji,29,2085,SSP5,3C,15039.10662
fji,29,2085,SSP5,4C,15039.10662
fra,13,2085,SSP5,1C,11101052.67
fra,13,2085,SSP5,2C,11101052.67
fra,13,2085,SSP5,3C,11101052.67
fra,13,2085,SSP5,4C,11101052.67
gab,5,2085,SSP5,1C,129924.5518
gab,5,2085,SSP5,2C,129924.5518
gab,5,2085,SSP5,3C,129924.5518
gab,5,2085,SSP5,4C,129924.5518
gbr,13,2085,SSP5,1C,12460244.71
gbr,13,2085,SSP5,2C,12370016.31
gbr,13,2085,SSP5,3C,12262917.05
gbr,13,2085,SSP5,4C,12139759.79
geo,10,2085,SSP5,1C,65792.7256
geo,10,2085,SSP5,2C,65792.7256
geo,10,2085,SSP5,3C,65792.7256
geo,10,2085,SSP5,4C,65792.7256
gha,5,2085,SSP5,1C,1762895.995
gha,5,2085,SSP5,2C,1762895.995
gha,5,2085,SSP5,3C,1762895.995
gha,5,2085,SSP5,4C,1762895.995
gin,5,2085,SSP5,1C,617731.1245
gin,5,2085,SSP5,2C,617731.1245
gin,5,2085,SSP5,3C,617731.1245
gin,5,2085,SSP5,4C,617731.1245
gmb,5,2085,SSP5,1C,110400.6557
gmb,5,2085,SSP5,2C,110400.6557
gmb,5,2085,SSP5,3C,110400.6557
gmb,5,2085,SSP5,4C,110400.6557
gnb,5,2085,SSP5,1C,105087.5692
gnb,5,2085,SSP5,2C,105087.5692
gnb,5,2085,SSP5,3C,105087.5692
gnb,5,2085,SSP5,4C,105087.5692
gnq,5,2085,SSP5,1C,118514.8455
gnq,5,2085,SSP5,2C,118514.8455
gnq,5,2085,SSP5,3C,118514.8455
gnq,5,2085,SSP5,4C,118514.8455
grc,13,2085,SSP5,1C,1349903.57
grc,13,2085,SSP5,2C,1349903.57
grc,13,2085,SSP5,3C,1349903.57
grc,13,2085,SSP5,4C,1349903.57
gtm,9,2085,SSP5,1C,763709.4876
gtm,9,2085,SSP5,2C,770224.5377
gtm,9,2085,SSP5,3C,779667.1888
gtm,9,2085,SSP5,4C,792826.2247
guy,25,2085,SSP5,1C,11492.49121
guy,25,2085,SSP5,2C,11492.49121
guy,25,2085,SSP5,3C,11492.49121
guy,25,2085,SSP5,4C,11492.49121
hkg,11,2085,SSP5,1C,584891.3014
hkg,11,2085,SSP5,2C,584891.3014
hkg,11,2085,SSP5,3C,584891.3014
hkg,11,2085,SSP5,4C,584891.3014
hnd,9,2085,SSP5,1C,354957.1209
hnd,9,2085,SSP5,2C,367880.5435
hnd,9,2085,SSP5,3C,383888.8675
hnd,9,2085,SSP5,4C,402526.094
hrv,15,2085,SSP5,1C,145050.761
hrv,15,2085,SSP5,2C,145050.761
hrv,15,2085,SSP5,3C,145050.761
hrv,15,2085,SSP5,4C,145050.761
hti,9,2085,SSP5,1C,311715.6263
hti,9,2085,SSP5,2C,321812.6649
hti,9,2085,SSP5,3C,336700.1685
hti,9,2085,SSP5,4C,353520.3981
hun,12,2085,SSP5,1C,520315.7403
hun,12,2085,SSP5,2C,520315.7403
hun,12,2085,SSP5,3C,520315.7403
hun,12,2085,SSP5,4C,520315.7403
idn,18,2085,SSP5,1C,13346739.49
idn,18,2085,SSP5,2C,13346739.49
idn,18,2085,SSP5,3C,13346739.49
idn,18,2085,SSP5,4C,13346739.49
ind,17,2085,SSP5,1C,36406886.99
ind,17,2085,SSP5,2C,36236532
ind,17,2085,SSP5,3C,36034324.14
ind,17,2085,SSP5,4C,35801798.11
irl,13,2085,SSP5,1C,953130.0301
irl,13,2085,SSP5,2C,953130.0301
irl,13,2085,SSP5,3C,953130.0301
irl,13,2085,SSP5,4C,953130.0301
irn,21,2085,SSP5,1C,3123726.601
irn,21,2085,SSP5,2C,3123726.601
irn,21,2085,SSP5,3C,3123726.601
irn,21,2085,SSP5,4C,3123726.601
irq,21,2085,SSP5,1C,2080500.03
irq,21,2085,SSP5,2C,2102165.672
irq,21,2085,SSP5,3C,2131610.311
irq,21,2085,SSP5,4C,2166254.705
isl,16,2085,SSP5,1C,143385.2482
isl,16,2085,SSP5,2C,143385.2482
isl,16,2085,SSP5,3C,143385.2482
isl,16,2085,SSP5,4C,143385.2482
isr,21,2085,SSP5,1C,1815648.355
isr,21,2085,SSP5,2C,1815648.355
isr,21,2085,SSP5,3C,1815648.355
isr,21,2085,SSP5,4C,1815648.355
ita,13,2085,SSP5,1C,6975067.669
ita,13,2085,SSP5,2C,6975067.669
ita,13,2085,SSP5,3C,6975067.669
ita,13,2085,SSP5,4C,6975067.669
jam,9,2085,SSP5,1C,42450.33228
jam,9,2085,SSP5,2C,42450.33228
jam,9,2085,SSP5,3C,42450.33228
jam,9,2085,SSP5,4C,42450.33228
jor,21,2085,SSP5,1C,680574.6515
jor,21,2085,SSP5,2C,680574.6515
jor,21,2085,SSP5,3C,680574.6515
jor,21,2085,SSP5,4C,680574.6515
jpn,19,2085,SSP5,1C,14012817.71
jpn,19,2085,SSP5,2C,13826549.36
jpn,19,2085,SSP5,3C,13605452.66
jpn,19,2085,SSP5,4C,13351205.69
kaz,10,2085,SSP5,1C,645858.8825
kaz,10,2085,SSP5,2C,645858.8825
kaz,10,2085,SSP5,3C,645858.8825
kaz,10,2085,SSP5,4C,645858.8825
ken,2,2085,SSP5,1C,1841231.949
ken,2,2085,SSP5,2C,1883965.098
ken,2,2085,SSP5,3C,1929523.133
ken,2,2085,SSP5,4C,1988323.946
kgz,10,2085,SSP5,1C,93866.44786
kgz,10,2085,SSP5,2C,93866.44786
kgz,10,2085,SSP5,3C,93866.44786
kgz,10,2085,SSP5,4C,93866.44786
khm,29,2085,SSP5,1C,408398.9249
khm,29,2085,SSP5,2C,408398.9249
khm,29,2085,SSP5,3C,408398.9249
khm,29,2085,SSP5,4C,408398.9249
kor,28,2085,SSP5,1C,3831068.266
kor,28,2085,SSP5,2C,3831068.266
kor,28,2085,SSP5,3C,3831068.266
kor,28,2085,SSP5,4C,3831068.266
kwt,21,2085,SSP5,1C,601402.1274
kwt,21,2085,SSP5,2C,601402.1274
kwt,21,2085,SSP5,3C,601402.1274
kwt,21,2085,SSP5,4C,601402.1274
lao,29,2085,SSP5,1C,218065.3358
lao,29,2085,SSP5,2C,218065.3358
lao,29,2085,SSP5,3C,218065.3358
lao,29,2085,SSP5,4C,218065.3358
lbn,21,2085,SSP5,1C,206270.856
lbn,21,2085,SSP5,2C,206270.856
lbn,21,2085,SSP5,3C,206270.856
lbn,21,2085,SSP5,4C,206270.856
lbr,5,2085,SSP5,1C,503311.8663
lbr,5,2085,SSP5,2C,503311.8663
lbr,5,2085,SSP5,3C,503311.8663
lbr,5,2085,SSP5,4C,503311.8663
lby,3,2085,SSP5,1C,301411.0656
lby,3,2085,SSP5,2C,303692.9174
lby,3,2085,SSP5,3C,306624.5879
lby,3,2085,SSP5,4C,310352.8104
lca,9,2085,SSP5,1C,7573.155657
lca,9,2085,SSP5,2C,7573.155657
lca,9,2085,SSP5,3C,7573.155657
lca,9,2085,SSP5,4C,7573.155657
lka,27,2085,SSP5,1C,564315.9696
lka,27,2085,SSP5,2C,564315.9696
lka,27,2085,SSP5,3C,564315.9696
lka,27,2085,SSP5,4C,564315.9696
lso,4,2085,SSP5,1C,89003.18765
lso,4,2085,SSP5,2C,89003.18765
lso,4,2085,SSP5,3C,89003.18765
lso,4,2085,SSP5,4C,89003.18765
ltu,12,2085,SSP5,1C,78174.35507
ltu,12,2085,SSP5,2C,78174.35507
ltu,12,2085,SSP5,3C,78174.35507
ltu,12,2085,SSP5,4C,78174.35507
lux,13,2085,SSP5,1C,169435.1867
lux,13,2085,SSP5,2C,169435.1867
lux,13,2085,SSP5,3C,169435.1867
lux,13,2085,SSP5,4C,169435.1867
lva,12,2085,SSP5,1C,74426.64048
lva,12,2085,SSP5,2C,74426.64048
lva,12,2085,SSP5,3C,74426.64048
lva,12,2085,SSP5,4C,74426.64048
mac,11,2085,SSP5,1C,38725.72747
mac,11,2085,SSP5,2C,38725.72747
mac,11,2085,SSP5,3C,38725.72747
mac,11,2085,SSP5,4C,38725.72747
mar,3,2085,SSP5,1C,791910.0634
mar,3,2085,SSP5,2C,791910.0634
mar,3,2085,SSP5,3C,791910.0634
mar,3,2085,SSP5,4C,791910.0634
mda,14,2085,SSP5,1C,15962.88073
mda,14,2085,SSP5,2C,15962.88073
mda,14,2085,SSP5,3C,15962.88073
mda,14,2085,SSP5,4C,15962.88073
mdg,2,2085,SSP5,1C,918585.6192
mdg,2,2085,SSP5,2C,939393.7777
mdg,2,2085,SSP5,3C,965750.7786
mdg,2,2085,SSP5,4C,999809.5005
mdv,27,2085,SSP5,1C,11365.81025
mdv,27,2085,SSP5,2C,11365.81025
mdv,27,2085,SSP5,3C,11365.81025
mdv,27,2085,SSP5,4C,11365.81025
mex,20,2085,SSP5,1C,5727945.035
mex,20,2085,SSP5,2C,5727945.035
mex,20,2085,SSP5,3C,5727945.035
mex,20,2085,SSP5,4C,5727945.035
mkd,15,2085,SSP5,1C,98326.99614
mkd,15,2085,SSP5,2C,98326.99614
mkd,15,2085,SSP5,3C,98326.99614
mkd,15,2085,SSP5,4C,98326.99614
mli,5,2085,SSP5,1C,1112748.854
mli,5,2085,SSP5,2C,1149330.449
mli,5,2085,SSP5,3C,1194523.939
mli,5,2085,SSP5,4C,1247370.64
mlt,12,2085,SSP5,1C,21429.49459
mlt,12,2085,SSP5,2C,21429.49459
mlt,12,2085,SSP5,3C,21429.49459
mlt,12,2085,SSP5,4C,21429.49459
mmr,29,2085,SSP5,1C,606313.3368
mmr,29,2085,SSP5,2C,628716.3499
mmr,29,2085,SSP5,3C,653989.207
mmr,29,2085,SSP5,4C,683008.1513
mne,15,2085,SSP5,1C,21272.70429
mne,15,2085,SSP5,2C,21272.70429
mne,15,2085,SSP5,3C,21272.70429
mne,15,2085,SSP5,4C,21272.70429
mng,10,2085,SSP5,1C,139896.8432
mng,10,2085,SSP5,2C,139896.8432
mng,10,2085,SSP5,3C,139896.8432
mng,10,2085,SSP5,4C,139896.8432
moz,4,2085,SSP5,1C,1681962.636
moz,4,2085,SSP5,2C,1729591.227
moz,4,2085,SSP5,3C,1788174.394
moz,4,2085,SSP5,4C,1855692.027
mrt,5,2085,SSP5,1C,177694.4282
mrt,5,2085,SSP5,2C,177694.4282
mrt,5,2085,SSP5,3C,177694.4282
mrt,5,2085,SSP5,4C,177694.4282
mus,2,2085,SSP5,1C,57885.82532
mus,2,2085,SSP5,2C,57885.82532
mus,2,2085,SSP5,3C,57885.82532
mus,2,2085,SSP5,4C,57885.82532
mwi,4,2085,SSP5,1C,1341207.817
mwi,4,2085,SSP5,2C,1341207.817
mwi,4,2085,SSP5,3C,1341207.817
mwi,4,2085,SSP5,4C,1341207.817
mys,29,2085,SSP5,1C,2026364.626
mys,29,2085,SSP5,2C,2026364.626
mys,29,2085,SSP5,3C,2026364.626
mys,29,2085,SSP5,4C,2026364.626
nam,4,2085,SSP5,1C,97692.84936
nam,4,2085,SSP5,2C,97692.84936
nam,4,2085,SSP5,3C,97692.84936
nam,4,2085,SSP5,4C,97692.84936
ncl,29,2085,SSP5,1C,17862.30617
ncl,29,2085,SSP5,2C,17862.30617
ncl,29,2085,SSP5,3C,17862.30617
ncl,29,2085,SSP5,4C,17862.30617
ner,5,2085,SSP5,1C,1752490.084
ner,5,2085,SSP5,2C,1810103.159
ner,5,2085,SSP5,3C,1881279.275
ner,5,2085,SSP5,4C,1964508.586
nga,5,2085,SSP5,1C,22135254.92
nga,5,2085,SSP5,2C,23228168.31
nga,5,2085,SSP5,3C,24505951.57
nga,5,2085,SSP5,4C,25888134.42
nic,9,2085,SSP5,1C,144826.9605
nic,9,2085,SSP5,2C,144826.9605
nic,9,2085,SSP5,3C,144826.9605
nic,9,2085,SSP5,4C,144826.9605
nld,13,2085,SSP5,1C,2852785.308
nld,13,2085,SSP5,2C,2852785.308
nld,13,2085,SSP5,3C,2852785.308
nld,13,2085,SSP5,4C,2852785.308
nor,16,2085,SSP5,1C,2069475.266
nor,16,2085,SSP5,2C,2069475.266
nor,16,2085,SSP5,3C,2069475.266
nor,16,2085,SSP5,4C,2069475.266
npl,27,2085,SSP5,1C,858730.5984
npl,27,2085,SSP5,2C,858730.5984
npl,27,2085,SSP5,3C,858730.5984
npl,27,2085,SSP5,4C,858730.5984
nzl,6,2085,SSP5,1C,1036064.846
nzl,6,2085,SSP5,2C,1036064.846
nzl,6,2085,SSP5,3C,1036064.846
nzl,6,2085,SSP5,4C,1036064.846
omn,21,2085,SSP5,1C,302398.0823
omn,21,2085,SSP5,2C,302398.0823
omn,21,2085,SSP5,3C,302398.0823
omn,21,2085,SSP5,4C,302398.0823
pak,22,2085,SSP5,1C,4146757.339
pak,22,2085,SSP5,2C,4231929.841
pak,22,2085,SSP5,3C,4331263.848
pak,22,2085,SSP5,4C,4449398.475
pan,9,2085,SSP5,1C,271488.5364
pan,9,2085,SSP5,2C,271488.5364
pan,9,2085,SSP5,3C,271488.5364
pan,9,2085,SSP5,4C,271488.5364
per,26,2085,SSP5,1C,1210706.414
per,26,2085,SSP5,2C,1210706.414
per,26,2085,SSP5,3C,1210706.414
per,26,2085,SSP5,4C,1210706.414
phl,29,2085,SSP5,1C,4146185.681
phl,29,2085,SSP5,2C,4348172.5
phl,29,2085,SSP5,3C,4571704.05
phl,29,2085,SSP5,4C,4818134.342
png,29,2085,SSP5,1C,403938.8169
png,29,2085,SSP5,2C,418864.1799
png,29,2085,SSP5,3C,435701.4938
png,29,2085,SSP5,4C,455034.5306
pol,12,2085,SSP5,1C,1801920.847
pol,12,2085,SSP5,2C,1801920.847
pol,12,2085,SSP5,3C,1801920.847
pol,12,2085,SSP5,4C,1801920.847
pri,1,2085,SSP5,1C,79766.13502
pri,1,2085,SSP5,2C,79766.13502
pri,1,2085,SSP5,3C,79766.13502
pri,1,2085,SSP5,4C,79766.13502
prt,13,2085,SSP5,1C,1189580.423
prt,13,2085,SSP5,2C,1189580.423
prt,13,2085,SSP5,3C,1189580.423
prt,13,2085,SSP5,4C,1189580.423
pry,26,2085,SSP5,1C,374390.5158
pry,26,2085,SSP5,2C,374390.5158
pry,26,2085,SSP5,3C,374390.5158
pry,26,2085,SSP5,4C,374390.5158
pse,21,2085,SSP5,1C,168515.805
pse,21,2085,SSP5,2C,168515.805
pse,21,2085,SSP5,3C,168515.805
pse,21,2085,SSP5,4C,168515.805
pyf,29,2085,SSP5,1C,10377.38548
pyf,29,2085,SSP5,2C,10377.38548
pyf,29,2085,SSP5,3C,10377.38548
pyf,29,2085,SSP5,4C,10377.38548
qat,21,2085,SSP5,1C,569377.0948
qat,21,2085,SSP5,2C,569377.0948
qat,21,2085,SSP5,3C,569377.0948
qat,21,2085,SSP5,4C,569377.0948
rom,12,2085,SSP5,1C,643712.0874
rom,12,2085,SSP5,2C,643712.0874
rom,12,2085,SSP5,3C,643712.0874
rom,12,2085,SSP5,4C,643712.0874
rus,23,2085,SSP5,1C,5788804.672
rus,23,2085,SSP5,2C,5483609.092
rus,23,2085,SSP5,3C,5121348.213
rus,23,2085,SSP5,4C,4704771.533
