iso,GCAM_region_ID,year,scenario,temp_change,gdp
twn,30,2020,SSP4,4C,407834.2079
bol,26,2020,SSP4,1C,33295.58882
bol,26,2020,SSP4,2C,33295.58882
bol,26,2020,SSP4,3C,33295.58882
bol,26,2020,SSP4,4C,33295.58882
bra,7,2020,SSP4,1C,1865601.084
bra,7,2020,SSP4,2C,1865601.084
bra,7,2020,SSP4,3C,1865601.084
bra,7,2020,SSP4,4C,1865601.084
brb,9,2020,SSP4,1C,2649.611154
brb,9,2020,SSP4,2C,2649.611154
brb,9,2020,SSP4,3C,2649.611154
brb,9,2020,SSP4,4C,2649.611154
brn,29,2020,SSP4,1C,10342.7603
brn,29,2020,SSP4,2C,10342.7603
brn,29,2020,SSP4,3C,10342.7603
brn,29,2020,SSP4,4C,10342.7603
btn,27,2020,SSP4,1C,3357.603349
btn,27,2020,SSP4,2C,3357.603349
btn,27,2020,SSP4,3C,3357.603349
btn,27,2020,SSP4,4C,3357.603349
bwa,4,2020,SSP4,1C,17382.02296
bwa,4,2020,SSP4,2C,17382.02296
bwa,4,2020,SSP4,3C,17382.02296
bwa,4,2020,SSP4,4C,17382.02296
caf,5,2020,SSP4,1C,2906.499821
caf,5,2020,SSP4,2C,3002.050941
caf,5,2020,SSP4,3C,3120.096328
caf,5,2020,SSP4,4C,3258.131903
can,8,2020,SSP4,1C,1339979.372
can,8,2020,SSP4,2C,1339979.372
can,8,2020,SSP4,3C,1339979.372
can,8,2020,SSP4,4C,1339979.372
che,16,2020,SSP4,1C,443154.3214
che,16,2020,SSP4,2C,443154.3214
che,16,2020,SSP4,3C,443154.3214
che,16,2020,SSP4,4C,443154.3214
chl,26,2020,SSP4,1C,170665.3443
chl,26,2020,SSP4,2C,170665.3443
chl,26,2020,SSP4,3C,170665.3443
chl,26,2020,SSP4,4C,170665.3443
chn,11,2020,SSP4,1C,8627932.489
chn,11,2020,SSP4,2C,8607401.305
chn,11,2020,SSP4,3C,8582255.655
chn,11,2020,SSP4,4C,8552551.041
civ,5,2020,SSP4,1C,34163.47044
civ,5,2020,SSP4,2C,34163.47044
civ,5,2020,SSP4,3C,34163.47044
civ,5,2020,SSP4,4C,34163.47044
cmr,5,2020,SSP4,1C,38174.88077
cmr,5,2020,SSP4,2C,39388.70134
cmr,5,2020,SSP4,3C,40832.4461
cmr,5,2020,SSP4,4C,42730.06718
cod,5,2020,SSP4,1C,25890.03806
cod,5,2020,SSP4,2C,26741.17251
cod,5,2020,SSP4,3C,27792.67768
cod,5,2020,SSP4,4C,29022.24813
cog,5,2020,SSP4,1C,17479.8141
cog,5,2020,SSP4,2C,18054.46261
cog,5,2020,SSP4,3C,18764.39261
cog,5,2020,SSP4,4C,19594.54446
col,32,2020,SSP4,1C,292151.3686
col,32,2020,SSP4,2C,296803.6446
col,32,2020,SSP4,3C,304946.5722
col,32,2020,SSP4,4C,315906.8719
com,2,2020,SSP4,1C,388.9959529
com,2,2020,SSP4,2C,388.9959529
com,2,2020,SSP4,3C,388.9959529
com,2,2020,SSP4,4C,388.9959529
cpv,5,2020,SSP4,1C,1491.962131
cpv,5,2020,SSP4,2C,1491.962131
cpv,5,2020,SSP4,3C,1491.962131
cpv,5,2020,SSP4,4C,1491.962131
cri,9,2020,SSP4,1C,35504.40973
cri,9,2020,SSP4,2C,35504.40973
cri,9,2020,SSP4,3C,35504.40973
cri,9,2020,SSP4,4C,35504.40973
cub,9,2020,SSP4,1C,38979.47302
cub,9,2020,SSP4,2C,38979.47302
cub,9,2020,SSP4,3C,38979.47302
cub,9,2020,SSP4,4C,38979.47302
cyp,12,2020,SSP4,1C,11402.46793
cyp,12,2020,SSP4,2C,11402.46793
cyp,12,2020,SSP4,3C,11402.46793
cyp,12,2020,SSP4,4C,11402.46793
cze,12,2020,SSP4,1C,167645.5566
cze,12,2020,SSP4,2C,167645.5566
cze,12,2020,SSP4,3C,167645.5566
cze,12,2020,SSP4,4C,167645.5566
deu,13,2020,SSP4,1C,2636041.095
deu,13,2020,SSP4,2C,2632066.37
deu,13,2020,SSP4,3C,2627198.31
deu,13,2020,SSP4,4C,2621447.659
dji,2,2020,SSP4,1C,1194.675496
dji,2,2020,SSP4,2C,1225.539195
dji,2,2020,SSP4,3C,1264.72135
dji,2,2020,SSP4,4C,1308.747164
dnk,13,2020,SSP4,1C,175235.9235
dnk,13,2020,SSP4,2C,175235.9235
dnk,13,2020,SSP4,3C,175235.9235
dnk,13,2020,SSP4,4C,175235.9235
dom,9,2020,SSP4,1C,60320.66211
dom,9,2020,SSP4,2C,60320.66211
dom,9,2020,SSP4,3C,60320.66211
dom,9,2020,SSP4,4C,60320.66211
dza,3,2020,SSP4,1C,126951.6788
dza,3,2020,SSP4,2C,126951.6788
dza,3,2020,SSP4,3C,126951.6788
dza,3,2020,SSP4,4C,126951.6788
ecu,26,2020,SSP4,1C,70281.48203
ecu,26,2020,SSP4,2C,70281.48203
ecu,26,2020,SSP4,3C,70281.48203
ecu,26,2020,SSP4,4C,70281.48203
egy,3,2020,SSP4,1C,236684.1538
egy,3,2020,SSP4,2C,236684.1538
egy,3,2020,SSP4,3C,236684.1538
egy,3,2020,SSP4,4C,236684.1538
eri,2,2020,SSP4,1C,1299.584958
eri,2,2020,SSP4,2C,1333.158927
eri,2,2020,SSP4,3C,1375.781831
eri,2,2020,SSP4,4C,1423.673736
esp,13,2020,SSP4,1C,1152429.768
esp,13,2020,SSP4,2C,1152429.768
esp,13,2020,SSP4,3C,1152429.768
esp,13,2020,SSP4,4C,1152429.768
est,12,2020,SSP4,1C,16258.83407
est,12,2020,SSP4,2C,16258.83407
est,12,2020,SSP4,3C,16258.83407
est,12,2020,SSP4,4C,16258.83407
eth,2,2020,SSP4,1C,57056.90759
eth,2,2020,SSP4,2C,58387.79852
eth,2,2020,SSP4,3C,59769.10199
eth,2,2020,SSP4,4C,61288.19973
fin,13,2020,SSP4,1C,172510.9909
fin,13,2020,SSP4,2C,172510.9909
fin,13,2020,SSP4,3C,172510.9909
fin,13,2020,SSP4,4C,172510.9909
fji,29,2020,SSP4,1C,1825.394025
fji,29,2020,SSP4,2C,1825.394025
fji,29,2020,SSP4,3C,1825.394025
fji,29,2020,SSP4,4C,1825.394025
fra,13,2020,SSP4,1C,1850901.1
fra,13,2020,SSP4,2C,1850901.1
fra,13,2020,SSP4,3C,1850901.1
fra,13,2020,SSP4,4C,1850901.1
gab,5,2020,SSP4,1C,15333.1847
gab,5,2020,SSP4,2C,15333.1847
gab,5,2020,SSP4,3C,15333.1847
gab,5,2020,SSP4,4C,15333.1847
gbr,13,2020,SSP4,1C,2043309.675
gbr,13,2020,SSP4,2C,2040994.935
gbr,13,2020,SSP4,3C,2038159.948
gbr,13,2020,SSP4,4C,2034810.972
geo,10,2020,SSP4,1C,15064.38501
geo,10,2020,SSP4,2C,15064.38501
geo,10,2020,SSP4,3C,15064.38501
geo,10,2020,SSP4,4C,15064.38501
gha,5,2020,SSP4,1C,44501.4361
gha,5,2020,SSP4,2C,44501.4361
gha,5,2020,SSP4,3C,44501.4361
gha,5,2020,SSP4,4C,44501.4361
gin,5,2020,SSP4,1C,13911.73541
gin,5,2020,SSP4,2C,13911.73541
gin,5,2020,SSP4,3C,13911.73541
gin,5,2020,SSP4,4C,13911.73541
gmb,5,2020,SSP4,1C,3042.684961
gmb,5,2020,SSP4,2C,3042.684961
gmb,5,2020,SSP4,3C,3042.684961
gmb,5,2020,SSP4,4C,3042.684961
gnb,5,2020,SSP4,1C,1414.174158
gnb,5,2020,SSP4,2C,1414.174158
gnb,5,2020,SSP4,3C,1414.174158
gnb,5,2020,SSP4,4C,1414.174158
gnq,5,2020,SSP4,1C,15861.47137
gnq,5,2020,SSP4,2C,15861.47137
gnq,5,2020,SSP4,3C,15861.47137
gnq,5,2020,SSP4,4C,15861.47137
grc,13,2020,SSP4,1C,240216.6888
grc,13,2020,SSP4,2C,240216.6888
grc,13,2020,SSP4,3C,240216.6888
grc,13,2020,SSP4,4C,240216.6888
gtm,9,2020,SSP4,1C,40994.08408
gtm,9,2020,SSP4,2C,41343.79626
gtm,9,2020,SSP4,3C,41850.655
gtm,9,2020,SSP4,4C,42557.00033
guy,25,2020,SSP4,1C,1872.980142
guy,25,2020,SSP4,2C,1872.980142
guy,25,2020,SSP4,3C,1872.980142
guy,25,2020,SSP4,4C,1872.980142
hkg,11,2020,SSP4,1C,178861.9062
hkg,11,2020,SSP4,2C,178861.9062
hkg,11,2020,SSP4,3C,178861.9062
hkg,11,2020,SSP4,4C,178861.9062
hnd,9,2020,SSP4,1C,18902.90368
hnd,9,2020,SSP4,2C,19591.12825
hnd,9,2020,SSP4,3C,20443.63631
hnd,9,2020,SSP4,4C,21436.14408
hrv,15,2020,SSP4,1C,47709.50655
hrv,15,2020,SSP4,2C,47709.50655
hrv,15,2020,SSP4,3C,47709.50655
hrv,15,2020,SSP4,4C,47709.50655
hti,9,2020,SSP4,1C,8207.35712
hti,9,2020,SSP4,2C,8473.208409
hti,9,2020,SSP4,3C,8865.190872
hti,9,2020,SSP4,4C,9308.061296
hun,12,2020,SSP4,1C,95941.21049
hun,12,2020,SSP4,2C,95941.21049
hun,12,2020,SSP4,3C,95941.21049
hun,12,2020,SSP4,4C,95941.21049
idn,18,2020,SSP4,1C,894690.3703
idn,18,2020,SSP4,2C,894690.3703
idn,18,2020,SSP4,3C,894690.3703
idn,18,2020,SSP4,4C,894690.3703
ind,17,2020,SSP4,1C,2085675.209
ind,17,2020,SSP4,2C,2081304.884
ind,17,2020,SSP4,3C,2075952.311
ind,17,2020,SSP4,4C,2069629.304
irl,13,2020,SSP4,1C,166636.0061
irl,13,2020,SSP4,2C,166636.0061
irl,13,2020,SSP4,3C,166636.0061
irl,13,2020,SSP4,4C,166636.0061
irn,21,2020,SSP4,1C,502415.8016
irn,21,2020,SSP4,2C,502415.8016
irn,21,2020,SSP4,3C,502415.8016
irn,21,2020,SSP4,4C,502415.8016
irq,21,2020,SSP4,1C,138506.1873
irq,21,2020,SSP4,2C,139948.5451
irq,21,2020,SSP4,3C,141908.7781
irq,21,2020,SSP4,4C,144215.1769
isl,16,2020,SSP4,1C,17319.70973
isl,16,2020,SSP4,2C,17319.70973
isl,16,2020,SSP4,3C,17319.70973
isl,16,2020,SSP4,4C,17319.70973
isr,21,2020,SSP4,1C,154814.663
isr,21,2020,SSP4,2C,154814.663
isr,21,2020,SSP4,3C,154814.663
isr,21,2020,SSP4,4C,154814.663
ita,13,2020,SSP4,1C,1488306.679
ita,13,2020,SSP4,2C,1488306.679
ita,13,2020,SSP4,3C,1488306.679
ita,13,2020,SSP4,4C,1488306.679
jam,9,2020,SSP4,1C,10175.51313
jam,9,2020,SSP4,2C,10175.51313
jam,9,2020,SSP4,3C,10175.51313
jam,9,2020,SSP4,4C,10175.51313
jor,21,2020,SSP4,1C,27128.35472
jor,21,2020,SSP4,2C,27128.35472
jor,21,2020,SSP4,3C,27128.35472
jor,21,2020,SSP4,4C,27128.35472
jpn,19,2020,SSP4,1C,4137567.603
jpn,19,2020,SSP4,2C,4132789.034
jpn,19,2020,SSP4,3C,4126936.461
jpn,19,2020,SSP4,4C,4120022.803
kaz,10,2020,SSP4,1C,138456.4677
kaz,10,2020,SSP4,2C,138456.4677
kaz,10,2020,SSP4,3C,138456.4677
kaz,10,2020,SSP4,4C,138456.4677
ken,2,2020,SSP4,1C,39556.07913
ken,2,2020,SSP4,2C,40474.1361
ken,2,2020,SSP4,3C,41452.88147
ken,2,2020,SSP4,4C,42716.12787
kgz,10,2020,SSP4,1C,7684.89732
kgz,10,2020,SSP4,2C,7684.89732
kgz,10,2020,SSP4,3C,7684.89732
kgz,10,2020,SSP4,4C,7684.89732
khm,29,2020,SSP4,1C,22723.65654
khm,29,2020,SSP4,2C,22723.65654
khm,29,2020,SSP4,3C,22723.65654
khm,29,2020,SSP4,4C,22723.65654
kor,28,2020,SSP4,1C,1006022.194
kor,28,2020,SSP4,2C,1006022.194
kor,28,2020,SSP4,3C,1006022.194
kor,28,2020,SSP4,4C,1006022.194
kwt,21,2020,SSP4,1C,101802.2593
kwt,21,2020,SSP4,2C,101802.2593
kwt,21,2020,SSP4,3C,101802.2593
kwt,21,2020,SSP4,4C,101802.2593
lao,29,2020,SSP4,1C,13051.16145
lao,29,2020,SSP4,2C,13051.16145
lao,29,2020,SSP4,3C,13051.16145
lao,29,2020,SSP4,4C,13051.16145
lbn,21,2020,SSP4,1C,38887.27734
lbn,21,2020,SSP4,2C,38887.27734
lbn,21,2020,SSP4,3C,38887.27734
lbn,21,2020,SSP4,4C,38887.27734
lbr,5,2020,SSP4,1C,2560.847228
lbr,5,2020,SSP4,2C,2560.847228
lbr,5,2020,SSP4,3C,2560.847228
lbr,5,2020,SSP4,4C,2560.847228
lby,3,2020,SSP4,1C,53759.45451
lby,3,2020,SSP4,2C,54166.44391
lby,3,2020,SSP4,3C,54689.3345
lby,3,2020,SSP4,4C,55354.2975
lca,9,2020,SSP4,1C,817.3827316
lca,9,2020,SSP4,2C,817.3827316
lca,9,2020,SSP4,3C,817.3827316
lca,9,2020,SSP4,4C,817.3827316
lka,27,2020,SSP4,1C,61655.12419
lka,27,2020,SSP4,2C,61655.12419
lka,27,2020,SSP4,3C,61655.12419
lka,27,2020,SSP4,4C,61655.12419
lso,4,2020,SSP4,1C,2229.572262
lso,4,2020,SSP4,2C,2229.572262
lso,4,2020,SSP4,3C,2229.572262
lso,4,2020,SSP4,4C,2229.572262
ltu,12,2020,SSP4,1C,35502.43475
ltu,12,2020,SSP4,2C,35502.43475
ltu,12,2020,SSP4,3C,35502.43475
ltu,12,2020,SSP4,4C,35502.43475
lux,13,2020,SSP4,1C,36407.7338
lux,13,2020,SSP4,2C,36407.7338
lux,13,2020,SSP4,3C,36407.7338
lux,13,2020,SSP4,4C,36407.7338
lva,12,2020,SSP4,1C,20600.08566
lva,12,2020,SSP4,2C,20600.08566
lva,12,2020,SSP4,3C,20600.08566
lva,12,2020,SSP4,4C,20600.08566
mac,11,2020,SSP4,1C,16743.11532
mac,11,2020,SSP4,2C,16743.11532
mac,11,2020,SSP4,3C,16743.11532
mac,11,2020,SSP4,4C,16743.11532
mar,3,2020,SSP4,1C,75424.199
mar,3,2020,SSP4,2C,75424.199
mar,3,2020,SSP4,3C,75424.199
mar,3,2020,SSP4,4C,75424.199
mda,14,2020,SSP4,1C,3960.582462
mda,14,2020,SSP4,2C,3960.582462
mda,14,2020,SSP4,3C,3960.582462
mda,14,2020,SSP4,4C,3960.582462
mdg,2,2020,SSP4,1C,10039.67378
mdg,2,2020,SSP4,2C,10267.09638
mdg,2,2020,SSP4,3C,10555.165
mdg,2,2020,SSP4,4C,10927.40951
mdv,27,2020,SSP4,1C,1160.978761
mdv,27,2020,SSP4,2C,1160.978761
mdv,27,2020,SSP4,3C,1160.978761
mdv,27,2020,SSP4,4C,1160.978761
mex,20,2020,SSP4,1C,942911.765
mex,20,2020,SSP4,2C,942911.765
mex,20,2020,SSP4,3C,942911.765
mex,20,2020,SSP4,4C,942911.765
mkd,15,2020,SSP4,1C,15577.59556
mkd,15,2020,SSP4,2C,15577.59556
mkd,15,2020,SSP4,3C,15577.59556
mkd,15,2020,SSP4,4C,15577.59556
mli,5,2020,SSP4,1C,13030.96083
mli,5,2020,SSP4,2C,13459.35339
mli,5,2020,SSP4,3C,13988.59643
mli,5,2020,SSP4,4C,14607.46321
mlt,12,2020,SSP4,1C,5845.126293
mlt,12,2020,SSP4,2C,5845.126293
mlt,12,2020,SSP4,3C,5845.126293
mlt,12,2020,SSP4,4C,5845.126293
mmr,29,2020,SSP4,1C,53560.4902
mmr,29,2020,SSP4,2C,55539.52693
mmr,29,2020,SSP4,3C,57772.07986
mmr,29,2020,SSP4,4C,60335.55453
mne,15,2020,SSP4,1C,4643.383873
mne,15,2020,SSP4,2C,4643.383873
mne,15,2020,SSP4,3C,4643.383873
mne,15,2020,SSP4,4C,4643.383873
mng,10,2020,SSP4,1C,12265.60236
mng,10,2020,SSP4,2C,12265.60236
mng,10,2020,SSP4,3C,12265.60236
mng,10,2020,SSP4,4C,12265.60236
moz,4,2020,SSP4,1C,18808.38457
moz,4,2020,SSP4,2C,19340.98669
moz,4,2020,SSP4,3C,19996.08729
moz,4,2020,SSP4,4C,20751.0967
mrt,5,2020,SSP4,1C,7358.518401
mrt,5,2020,SSP4,2C,7358.518401
mrt,5,2020,SSP4,3C,7358.518401
mrt,5,2020,SSP4,4C,7358.518401
mus,2,2020,SSP4,1C,8767.857106
mus,2,2020,SSP4,2C,8767.857106
mus,2,2020,SSP4,3C,8767.857106
mus,2,2020,SSP4,4C,8767.857106
mwi,4,2020,SSP4,1C,9711.117776
mwi,4,2020,SSP4,2C,9711.117776
mwi,4,2020,SSP4,3C,9711.117776
mwi,4,2020,SSP4,4C,9711.117776
mys,29,2020,SSP4,1C,252841.2089
mys,29,2020,SSP4,2C,252841.2089
mys,29,2020,SSP4,3C,252841.2089
mys,29,2020,SSP4,4C,252841.2089
nam,4,2020,SSP4,1C,9285.518123
nam,4,2020,SSP4,2C,9285.518123
nam,4,2020,SSP4,3C,9285.518123
nam,4,2020,SSP4,4C,9285.518123
ncl,29,2020,SSP4,1C,2670.808201
ncl,29,2020,SSP4,2C,2670.808201
ncl,29,2020,SSP4,3C,2670.808201
ncl,29,2020,SSP4,4C,2670.808201
ner,5,2020,SSP4,1C,11258.08792
ner,5,2020,SSP4,2C,11628.19732
ner,5,2020,SSP4,3C,12085.43641
ner,5,2020,SSP4,4C,12620.10585
nga,5,2020,SSP4,1C,379856.1592
nga,5,2020,SSP4,2C,398611.3027
nga,5,2020,SSP4,3C,420538.9399
nga,5,2020,SSP4,4C,444258.1458
nic,9,2020,SSP4,1C,9878.369354
nic,9,2020,SSP4,2C,9878.369354
nic,9,2020,SSP4,3C,9878.369354
nic,9,2020,SSP4,4C,9878.369354
nld,13,2020,SSP4,1C,596123.3968
nld,13,2020,SSP4,2C,596123.3968
nld,13,2020,SSP4,3C,596123.3968
nld,13,2020,SSP4,4C,596123.3968
nor,16,2020,SSP4,1C,358091.1726
nor,16,2020,SSP4,2C,358091.1726
nor,16,2020,SSP4,3C,358091.1726
nor,16,2020,SSP4,4C,358091.1726
npl,27,2020,SSP4,1C,17541.75027
npl,27,2020,SSP4,2C,17541.75027
npl,27,2020,SSP4,3C,17541.75027
npl,27,2020,SSP4,4C,17541.75027
nzl,6,2020,SSP4,1C,133002.096
nzl,6,2020,SSP4,2C,133002.096
nzl,6,2020,SSP4,3C,133002.096
nzl,6,2020,SSP4,4C,133002.096
omn,21,2020,SSP4,1C,51896.21115
omn,21,2020,SSP4,2C,51896.21115
omn,21,2020,SSP4,3C,51896.21115
omn,21,2020,SSP4,4C,51896.21115
pak,22,2020,SSP4,1C,175790.6202
pak,22,2020,SSP4,2C,179401.2792
pak,22,2020,SSP4,3C,183612.2772
pak,22,2020,SSP4,4C,188620.2768
pan,9,2020,SSP4,1C,40380.70056
pan,9,2020,SSP4,2C,40380.70056
pan,9,2020,SSP4,3C,40380.70056
pan,9,2020,SSP4,4C,40380.70056
per,26,2020,SSP4,1C,200650.7057
per,26,2020,SSP4,2C,200650.7057
per,26,2020,SSP4,3C,200650.7057
per,26,2020,SSP4,4C,200650.7057
phl,29,2020,SSP4,1C,237072.4894
phl,29,2020,SSP4,2C,248621.7836
phl,29,2020,SSP4,3C,261402.9721
phl,29,2020,SSP4,4C,275493.4754
png,29,2020,SSP4,1C,13218.35267
png,29,2020,SSP4,2C,13706.76503
png,29,2020,SSP4,3C,14257.74341
png,29,2020,SSP4,4C,14890.39095
pol,12,2020,SSP4,1C,447938.8228
pol,12,2020,SSP4,2C,447938.8228
pol,12,2020,SSP4,3C,447938.8228
pol,12,2020,SSP4,4C,447938.8228
pri,1,2020,SSP4,1C,57132.41531
pri,1,2020,SSP4,2C,57132.41531
pri,1,2020,SSP4,3C,57132.41531
pri,1,2020,SSP4,4C,57132.41531
prt,13,2020,SSP4,1C,209868.1582
prt,13,2020,SSP4,2C,209868.1582
prt,13,2020,SSP4,3C,209868.1582
prt,13,2020,SSP4,4C,209868.1582
pry,26,2020,SSP4,1C,22161.01743
pry,26,2020,SSP4,2C,22161.01743
pry,26,2020,SSP4,3C,22161.01743
pry,26,2020,SSP4,4C,22161.01743
pse,21,2020,SSP4,1C,9544.691195
pse,21,2020,SSP4,2C,9544.691195
pse,21,2020,SSP4,3C,9544.691195
pse,21,2020,SSP4,4C,9544.691195
pyf,29,2020,SSP4,1C,2212.857723
pyf,29,2020,SSP4,2C,2212.857723
pyf,29,2020,SSP4,3C,2212.857723
pyf,29,2020,SSP4,4C,2212.857723
qat,21,2020,SSP4,1C,139201.9714
qat,21,2020,SSP4,2C,139201.9714
qat,21,2020,SSP4,3C,139201.9714
qat,21,2020,SSP4,4C,139201.9714
rom,12,2020,SSP4,1C,149237.8305
rom,12,2020,SSP4,2C,149237.8305
rom,12,2020,SSP4,3C,149237.8305
rom,12,2020,SSP4,4C,149237.8305
rus,23,2020,SSP4,1C,1297139.736
rus,23,2020,SSP4,2C,1289310.18
rus,23,2020,SSP4,3C,1279720.9
rus,23,2020,SSP4,4C,1268393.061
rwa,2,2020,SSP4,1C,8273.143592
rwa,2,2020,SSP4,2C,8273.143592
rwa,2,2020,SSP4,3C,8273.143592
rwa,2,2020,SSP4,4C,8273.143592
sau,21,2020,SSP4,1C,476387.0418
sau,21,2020,SSP4,2C,476387.0418
sau,21,2020,SSP4,3C,476387.0418
sau,21,2020,SSP4,4C,476387.0418
sdn,2,2020,SSP4,1C,55919.78375
sdn,2,2020,SSP4,2C,57364.43658
sdn,2,2020,SSP4,3C,59198.45565
sdn,2,2020,SSP4,4C,61259.19431
sen,5,2020,SSP4,1C,19796.19971
sen,5,2020,SSP4,2C,19796.19971
sen,5,2020,SSP4,3C,19796.19971
sen,5,2020,SSP4,4C,19796.19971
sgp,29,2020,SSP4,1C,162719.8013
sgp,29,2020,SSP4,2C,162719.8013
sgp,29,2020,SSP4,3C,162719.8013
sgp,29,2020,SSP4,4C,162719.8013
slb,29,2020,SSP4,1C,918.4641128
slb,29,2020,SSP4,2C,918.4641128
slb,29,2020,SSP4,3C,918.4641128
slb,29,2020,SSP4,4C,918.4641128
sle,5,2020,SSP4,1C,5222.986709
sle,5,2020,SSP4,2C,5222.986709
sle,5,2020,SSP4,3C,5222.986709
sle,5,2020,SSP4,4C,5222.986709
slv,9,2020,SSP4,1C,21359.22657
slv,9,2020,SSP4,2C,21359.22657
slv,9,2020,SSP4,3C,21359.22657
slv,9,2020,SSP4,4C,21359.22657
som,2,2020,SSP4,1C,168.0071808
som,2,2020,SSP4,2C,172.3475418
som,2,2020,SSP4,3C,177.8577272
som,2,2020,SSP4,4C,184.0490761
srb,15,2020,SSP4,1C,49477.93924
srb,15,2020,SSP4,2C,49477.93924
srb,15,2020,SSP4,3C,49477.93924
srb,15,2020,SSP4,4C,49477.93924
stp,5,2020,SSP4,1C,558.5064541
stp,5,2020,SSP4,2C,558.5064541
stp,5,2020,SSP4,3C,558.5064541
stp,5,2020,SSP4,4C,558.5064541
sur,25,2020,SSP4,1C,3018.209057
sur,25,2020,SSP4,2C,3018.209057
sur,25,2020,SSP4,3C,3018.209057
sur,25,2020,SSP4,4C,3018.209057
svk,12,2020,SSP4,1C,74804.52634
svk,12,2020,SSP4,2C,74804.52634
svk,12,2020,SSP4,3C,74804.52634
svk,12,2020,SSP4,4C,74804.52634
svn,12,2020,SSP4,1C,30624.08505
svn,12,2020,SSP4,2C,30624.08505
svn,12,2020,SSP4,3C,30624.08505
svn,12,2020,SSP4,4C,30624.08505
swe,13,2020,SSP4,1C,340977.5116
swe,13,2020,SSP4,2C,340977.5116
swe,13,2020,SSP4,3C,340977.5116
swe,13,2020,SSP4,4C,340977.5116
swz,4,2020,SSP4,1C,2632.650983
swz,4,2020,SSP4,2C,2632.650983
swz,4,2020,SSP4,3C,2632.650983
swz,4,2020,SSP4,4C,2632.650983
syr,21,2020,SSP4,1C,85926.63585
syr,21,2020,SSP4,2C,86821.44753
syr,21,2020,SSP4,3C,88037.53923
syr,21,2020,SSP4,4C,89468.38573
tcd,5,2020,SSP4,1C,12654.42654
tcd,5,2020,SSP4,2C,13070.44054
tcd,5,2020,SSP4,3C,13584.39092
tcd,5,2020,SSP4,4C,14185.37531
tgo,5,2020,SSP4,1C,5085.318786
tgo,5,2020,SSP4,2C,5085.318786
tgo,5,2020,SSP4,3C,5085.318786
tgo,5,2020,SSP4,4C,5085.318786
tha,29,2020,SSP4,1C,353067.8576
tha,29,2020,SSP4,2C,353067.8576
tha,29,2020,SSP4,3C,353067.8576
tha,29,2020,SSP4,4C,353067.8576
tjk,10,2020,SSP4,1C,10064.01638
tjk,10,2020,SSP4,2C,10064.01638
tjk,10,2020,SSP4,3C,10064.01638
tjk,10,2020,SSP4,4C,10064.01638
tkm,10,2020,SSP4,1C,36343.30672
tkm,10,2020,SSP4,2C,36343.30672
tkm,10,2020,SSP4,3C,36343.30672
tkm,10,2020,SSP4,4C,36343.30672
tls,29,2020,SSP4,1C,1476.377662
tls,29,2020,SSP4,2C,1476.377662
tls,29,2020,SSP4,3C,1476.377662
tls,29,2020,SSP4,4C,1476.377662
ton,29,2020,SSP4,1C,214.4506905
ton,29,2020,SSP4,2C,214.4506905
ton,29,2020,SSP4,3C,214.4506905
ton,29,2020,SSP4,4C,214.4506905
tto,9,2020,SSP4,1C,18111.53049
tto,9,2020,SSP4,2C,18111.53049
tto,9,2020,SSP4,3C,18111.53049
tto,9,2020,SSP4,4C,18111.53049
tun,3,2020,SSP4,1C,45043.13948
tun,3,2020,SSP4,2C,45043.13948
tun,3,2020,SSP4,3C,45043.13948
tun,3,2020,SSP4,4C,45043.13948
tur,15,2020,SSP4,1C,830472.8932
tur,15,2020,SSP4,2C,834611.1049
tur,15,2020,SSP4,3C,840388.0486
tur,15,2020,SSP4,4C,848159.6103
tza,4,2020,SSP4,1C,50347.50266
tza,4,2020,SSP4,2C,51628.6752
tza,4,2020,SSP4,3C,53045.69963
tza,4,2020,SSP4,4C,54948.12186
uga,2,2020,SSP4,1C,28109.19642
uga,2,2020,SSP4,2C,28636.60819
uga,2,2020,SSP4,3C,29375.92401
uga,2,2020,SSP4,4C,30502.02688
ukr,14,2020,SSP4,1C,99944.10425
ukr,14,2020,SSP4,2C,99944.10425
ukr,14,2020,SSP4,3C,99944.10425
ukr,14,2020,SSP4,4C,99944.10425
ury,26,2020,SSP4,1C,28705.64401
ury,26,2020,SSP4,2C,28705.64401
ury,26,2020,SSP4,3C,28705.64401
ury,26,2020,SSP4,4C,28705.64401
usa,1,2020,SSP4,1C,12674413.63
usa,1,2020,SSP4,2C,12652489.95
usa,1,2020,SSP4,3C,12625638.85
usa,1,2020,SSP4,4C,12593919.57
uzb,10,2020,SSP4,1C,63640.77565
uzb,10,2020,SSP4,2C,63640.77565
uzb,10,2020,SSP4,3C,63640.77565
uzb,10,2020,SSP4,4C,63640.77565
vct,9,2020,SSP4,1C,619.4451015
vct,9,2020,SSP4,2C,619.4451015
vct,9,2020,SSP4,3C,619.4451015
vct,9,2020,SSP4,4C,619.4451015
ven,25,2020,SSP4,1C,226819.2353
ven,25,2020,SSP4,2C,226819.2353
ven,25,2020,SSP4,3C,226819.2353
ven,25,2020,SSP4,4C,226819.2353
vnm,29,2020,SSP4,1C,199380.1896
vnm,29,2020,SSP4,2C,199380.1896
vnm,29,2020,SSP4,3C,199380.1896
vnm,29,2020,SSP4,4C,199380.1896
vut,29,2020,SSP4,1C,598.4968474
vut,29,2020,SSP4,2C,598.4968474
vut,29,2020,SSP4,3C,598.4968474
vut,29,2020,SSP4,4C,598.4968474
